Date : 2021-05-11 09:51:46
Directory : c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src
Total : 614 files,  50408 codes, 1225 comments, 4911 blanks, all 56544 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextDrawer\GasfacilityContextDrawer.tsx                                                | TypeScript React |         59 |          0 |          8 |         67 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextDrawer\ManifoldContextDrawer.tsx                                                   | TypeScript React |         59 |          0 |          8 |         67 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextDrawer\TerminalContextDrawer.tsx                                                   | TypeScript React |         59 |          0 |          8 |         67 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextDrawer\DrainagePointContextDrawer.tsx                                                   | TypeScript React |         59 |          0 |          8 |         67 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\ContextMenuTypes.ts                                                           | TypeScript       |          7 |          0 |          2 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\FlowstationContextMenu.tsx                                                    | TypeScript React |         48 |          0 |          9 |         57 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\GasfacilityContextMenu.tsx                                                    | TypeScript React |         47 |          0 |          9 |         56 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\GatheringCenterContextMenu.tsx                                                | TypeScript React |         50 |          0 |          9 |         59 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\ManifoldContextMenu.tsx                                                       | TypeScript React |         47 |          0 |          8 |         55 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\NetworkContextMenu.tsx                                                        | TypeScript React |        338 |          0 |         27 |        365 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\PaneContextMenu.tsx                                                           | TypeScript React |        131 |          0 |         11 |        142 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\TerminalContextMenu.tsx                                                       | TypeScript React |         47 |          0 |          9 |         56 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\DrainagePointContextMenu.tsx                                                       | TypeScript React |         56 |          1 |         10 |         67 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\ContextMenu\DrainagePointSummaryContextMenu.tsx                                                | TypeScript React |         60 |          1 |         10 |         71 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogBottons\SaveNetworkDialogButtons.tsx                                                | TypeScript React |         76 |          0 |          7 |         83 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogExtrusion\StoredForecastingParametersExtrude.tsx                                  | TypeScript React |         64 |          0 |          7 |         71 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogExtrusion\StoredNetworksExtrude.tsx                                               | TypeScript React |         62 |          0 |          6 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogExtrusion\SaveForecastParametersExtrude.tsx                                         | TypeScript React |         64 |          0 |          7 |         71 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\AutoGenerateFailureDialogParameters.ts                                   | TypeScript       |         16 |          0 |          2 |         18 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\DeleteForecastParametersDialogParameters.ts                              | TypeScript       |         27 |          1 |          2 |         30 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\FetchStoredNetworkFailureDialogParameters.ts                           | TypeScript       |         16 |          0 |          2 |         18 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\FetchForecastingParametersFailureDialogParameters.ts                     | TypeScript       |         16 |          0 |          2 |         18 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\GenerateNetworkDialogParameters.ts                                       | TypeScript       |         23 |          0 |          2 |         25 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\RunForecastDialogParameters.ts                                           | TypeScript       |         28 |          1 |          2 |         31 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\RunForecastSuccessFailureDialogParameters.ts                             | TypeScript       |         30 |          0 |          4 |         34 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\SaveForecastSuccessFailureDialogParameters.ts                            | TypeScript       |         39 |          0 |          4 |         43 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\SaveNetworkSuccessFailureDialogParameters.ts                             | TypeScript       |         31 |          0 |          4 |         35 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\DialogParameters\ShowDeclineCurveDialogParameters.ts                                      | TypeScript       |         18 |          0 |          2 |         20 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\DeclineCurveParametersDialog.tsx                                                  | TypeScript React |        143 |          0 |          9 |        152 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\StoredForecastingParametersDialog.tsx                                           | TypeScript React |        131 |          0 |          8 |        139 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\StoredNetworksDialog.tsx                                                        | TypeScript React |        130 |          0 |          8 |        138 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\StoredNetworksDialogTypes.ts                                                    | TypeScript       |         76 |          0 |          6 |         82 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\GenerateNetworkWorkflowDialog.tsx                                                 | TypeScript React |        223 |          1 |         16 |        240 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\RunForecastDialog.tsx                                                             | TypeScript React |        127 |          4 |          8 |        139 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\SaveForecastDialog.tsx                                                            | TypeScript React |        144 |          0 |          8 |        152 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\EditOrCreateForecastingParametersWorkflowDialog.tsx                                       | TypeScript React |        221 |          0 |         16 |        237 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\SaveNetworkDialog.tsx                                                             | TypeScript React |        139 |          0 |          8 |        147 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Dialogs\SaveNetworkDialogTypes.ts                                                         | TypeScript       |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Forms\RunForecastForm.tsx                                                                 | TypeScript React |         71 |          0 |          6 |         77 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Forms\SaveForecastParametersForm.tsx                                                      | TypeScript React |         71 |          0 |          6 |         77 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Forms\SaveForecastResultsForm.tsx                                                         | TypeScript React |         55 |          0 |          6 |         61 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Forms\SaveForecastResultsTitleAndDescription.tsx                                          | TypeScript React |         91 |          0 |          9 |        100 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Forms\SaveNetworkForm.tsx                                                                 | TypeScript React |         54 |          0 |          6 |         60 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Icons\NetworkDiagramButtons.tsx                                                           | TypeScript React |         69 |          0 |          5 |         74 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Icons\NetworkDiagramIconsTypes.ts                                                         | TypeScript       |          6 |          0 |          1 |          7 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Indicators\DeclineParametersType.tsx                                                      | TypeScript React |         48 |          0 |          9 |         57 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Menus\ForecastButtonsMenu.tsx                                                             | TypeScript React |        165 |          1 |         17 |        183 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Menus\NetworkButtonsMenu.tsx                                                              | TypeScript React |        192 |          0 |         18 |        210 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Menus\CreateForecastParametersButton.tsx                                                     | TypeScript React |         44 |          0 |          6 |         50 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Nodes\NodePanel.tsx                                                                       | TypeScript React |        143 |          5 |         10 |        158 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Popovers\TerminalPopover.jsx                                                              | JavaScript React |         54 |          0 |          7 |         61 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Popovers\DrainagePointPopover.jsx                                                              | JavaScript React |        111 |          0 |          7 |        118 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\TitlePlaques\NetworkTitlePlaque.tsx                                                       | TypeScript React |         35 |          0 |          6 |         41 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\FlowstationWidget.tsx                                                             | TypeScript React |         62 |          0 |          6 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\GasFacilityWidget.tsx                                                             | TypeScript React |         62 |          0 |          6 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\GatheringCenterWidget.tsx                                                         | TypeScript React |         62 |          0 |          6 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\ManifoldWidget.tsx                                                                | TypeScript React |         62 |          0 |          6 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\TerminalWidget.tsx                                                                | TypeScript React |         62 |          0 |          6 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\DrainagePointSummaryWidget.tsx                                                         | TypeScript React |         95 |          0 |          5 |        100 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Components\Widgets\DrainagePointWidget.tsx                                                                | TypeScript React |         62 |          0 |          5 |         67 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\Flowstation.svg                                                                               | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\GasFacility.svg                                                                               | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\GatheringCenter.svg                                                                           | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\Manifold.svg                                                                                  | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\Pipeline.svg                                                                                  | XML              |          1 |          0 |          0 |          1 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\Terminal.svg                                                                                  | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Images\DrainagePoint.svg                                                                                  | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Actions\NetworkActions.ts                                                                      | TypeScript       |        395 |          0 |         44 |        439 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Reducers\NetworkReducers.ts                                                                    | TypeScript       |        255 |          0 |         26 |        281 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\AutogenerateNetworkSaga.ts                                                               | TypeScript       |        130 |          0 |         17 |        147 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\DisplayNetworkBySelectionSaga.ts                                                         | TypeScript       |        138 |          0 |         17 |        155 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\FetchStoredForecastParametersSaga.ts                                                   | TypeScript       |         87 |          0 |         11 |         98 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\FetchStoredNetworkDataSaga.ts                                                          | TypeScript       |         79 |          0 |         10 |         89 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\RunForecastSaga.ts                                                                       | TypeScript       |        122 |          0 |         13 |        135 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\SaveAndAutogenerateNetworkSaga.ts                                                        | TypeScript       |         55 |          2 |          9 |         66 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\SaveForecastParametersSaga.ts                                                            | TypeScript       |        119 |          0 |         12 |        131 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\SaveForecastSaga.ts                                                                      | TypeScript       |        107 |          0 |         13 |        120 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\SaveNetworkSaga.ts                                                                       | TypeScript       |        114 |          1 |         14 |        129 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\Sagas\UpdateForecastParametersSaga.ts                                                          | TypeScript       |        117 |          1 |         11 |        129 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\State\NetworkState.tsx                                                                         | TypeScript React |         46 |          0 |         10 |         56 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Redux\State\NetworkStateTypes.ts                                                                     | TypeScript       |        109 |          2 |         18 |        129 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\DeclineCurveParameters.tsx                                                                    | TypeScript React |        296 |         37 |         27 |        360 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\StoredForecastingParameters.tsx                                                             | TypeScript React |        450 |          3 |         26 |        479 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\StoredNetworkTypes.ts                                                                       | TypeScript       |          6 |          0 |          2 |          8 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\StoredNetworks.tsx                                                                          | TypeScript React |         75 |          0 |         12 |         87 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\ForecastParametersTitleAndDescription.tsx                                                     | TypeScript React |         62 |          0 |          7 |         69 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\OtherForecastingParameters.tsx                                                                | TypeScript React |        186 |          2 |         14 |        202 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Routes\SaveNetworkTitleAndDescription.tsx                                                            | TypeScript React |         73 |          0 |          6 |         79 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Services\GenerateEdgeService.tsx                                                                     | TypeScript React |         13 |          0 |          4 |         17 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Services\GenerateNodeByPositionService.tsx                                                           | TypeScript React |         36 |          0 |          5 |         41 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Services\GenerateNodeService.tsx                                                                     | TypeScript React |         33 |          0 |          7 |         40 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Utils\AddWidgetsToNodes.tsx                                                                          | TypeScript React |         14 |          0 |          5 |         19 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Utils\FlattenObject.ts                                                                               | TypeScript       |         14 |          0 |          4 |         18 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Workflows\GenerateNetworkWorkflow.tsx                                                                | TypeScript React |         47 |          0 |          7 |         54 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Network\Workflows\CreateForecastParametersWorkflow.tsx                                                         | TypeScript React |         88 |          0 |          6 |         94 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\ContextMenus\ProjectContextMenu.tsx                                                       | TypeScript React |         47 |          0 |          8 |         55 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\DialogParameters\StoredProjectsFailureDialogParameters.ts                               | TypeScript       |         15 |          0 |          2 |         17 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\DialogParameters\OpenProjectFailureDialogParameters.ts                                    | TypeScript       |         27 |          0 |          3 |         30 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\DialogParameters\ProjectSuccessFailureDialogsParameters.ts                                | TypeScript       |         29 |          0 |          3 |         32 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\DialogParameters\RecentProjectsFailureDialogParameters.ts                                 | TypeScript       |         15 |          0 |          2 |         17 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\Dialogs\StoredProjectsDialog.tsx                                                        | TypeScript React |        127 |          0 |          8 |        135 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\Forms\NewProjectForm.tsx                                                                  | TypeScript React |         58 |          0 |          6 |         64 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Components\Popovers\ProjectPopover.tsx                                                               | TypeScript React |        234 |          1 |         12 |        247 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\NewProjectTitleAndDescription.tsx                                                                     | TypeScript React |         60 |          0 |          6 |         66 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\Actions\ProjectActions.ts                                                                      | TypeScript       |        148 |          0 |         14 |        162 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\Reducers\ProjectReducer.ts                                                                     | TypeScript       |        105 |          0 |         21 |        126 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\Sagas\CreateNewProjectSaga.ts                                                                  | TypeScript       |        104 |          2 |         12 |        118 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\Sagas\FetchStoredProjectsSaga.ts                                                             | TypeScript       |         75 |          0 |          9 |         84 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\Sagas\FetchRecentProjectsSaga.ts                                                               | TypeScript       |         78 |          0 |         10 |         88 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\Sagas\OpenRecentProjectSaga.ts                                                                 | TypeScript       |         88 |          0 |         12 |        100 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\State\ProjectState.ts                                                                          | TypeScript       |         13 |          0 |          5 |         18 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Redux\State\ProjectStateTypes.ts                                                                     | TypeScript       |         53 |          0 |          8 |         61 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Routes\StoredProjects.tsx                                                                          | TypeScript React |         66 |          3 |         12 |         81 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Project\Workflows\NewProjectWorkflow.tsx                                                                     | TypeScript React |         41 |          0 |          4 |         45 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Components\Dates\DateFormatter.tsx                                                                  | TypeScript React |         20 |          0 |          4 |         24 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Components\DialogActions\ConfirmationDialogParameters.ts                                            | TypeScript       |         20 |          0 |          3 |         23 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Components\DialogActions\UnitSettingsSuccessFailureDialogParameters.ts                              | TypeScript       |         28 |          0 |          3 |         31 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Components\Panels\ProjectSettingsPanel.tsx                                                          | TypeScript React |        110 |          0 |         10 |        120 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\Flowstation.svg                                                                              | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\GasFacility.svg                                                                              | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\GatheringCenter.svg                                                                          | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\Manifold.svg                                                                                 | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\Pipeline.svg                                                                                 | XML              |          1 |          0 |          0 |          1 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\Terminal.svg                                                                                 | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Images\DrainagePoint.svg                                                                                 | XML              |          8 |          0 |          1 |          9 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Redux\Actions\UnitSettingsActions.ts                                                                | TypeScript       |         71 |          0 |          9 |         80 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Redux\Reducers\UnitSettingsReducer.ts                                                               | TypeScript       |         69 |          0 |         13 |         82 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Redux\Sagas\Sagas\UnitSettingsSaga.ts                                                               | TypeScript       |         88 |          0 |         11 |         99 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Redux\State\UnitSettingsState.ts                                                                    | TypeScript       |         16 |          0 |          5 |         21 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Redux\State\UnitSettingsStateTypes.ts                                                               | TypeScript       |         30 |          0 |          3 |         33 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Routes\Common\SettingsBackground.tsx                                                                | TypeScript React |         21 |          0 |          5 |         26 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Routes\Common\SettingsLayout.tsx                                                                    | TypeScript React |         60 |          1 |          7 |         68 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Settings.tsx                                                                                        | TypeScript React |        135 |          1 |          8 |        144 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\UnitSettings\UnitSettings.tsx                                                                       | TypeScript React |        498 |         50 |         51 |        599 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\UnitSettings\UnitSettingsTypes.ts                                                                   | TypeScript       |         23 |          0 |          6 |         29 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Utils\DragAndDropItemTypes.ts                                                                       | TypeScript       |          4 |          0 |          1 |          5 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Settings\Utils\GetGlobalUnitGroup.ts                                                                         | TypeScript       |          8 |          0 |          3 |         11 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Visualytics\Common\SelectChart.tsx                                                                           | TypeScript React |         36 |         17 |          8 |         61 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Visualytics\Common\SelectChartDataPanel.tsx                                                                  | TypeScript React |         97 |          2 |         15 |        114 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Visualytics\Common\Visualytics.tsx                                                                           | TypeScript React |         75 |          1 |          8 |         84 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Visualytics\Common\VisualyticsBackground.tsx                                                                 | TypeScript React |         25 |          0 |          5 |         30 |
| c:\Users\Gideon\Documents\CRE\Software Development Methods\JavaScript\forecastingplatform\src\Visualytics\Common\VisualyticsLayout.tsx                                                                     | TypeScript React |         66 |          0 |          7 |         73 |
